deviceuid,timestamp,led_1_state,temperature_value,led_3_state,led_2_state,light_value,led_4_state,button_a_presses,button_b_presses,accelerometer_x,accelerometer_y,accelerometer_z,device_battery,accelerometer_mag
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 11:08:52.730365865+00:00,False,23.5,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:10:24.518720146+00:00,False,23.5,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:12:00.790207959+00:00,False,23.5,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:15:06.232442829+00:00,False,23.5,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:16:46.141137872+00:00,False,23.5,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:47.794159695+00:00,False,23.6,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:47.842485218+00:00,False,24.0,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:47.890435410+00:00,False,25.3,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:47.938964870+00:00,False,28.1,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:47.987177088+00:00,False,31.5,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:48.067751828+00:00,False,32.3,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:48.123265994+00:00,False,28.3,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:48.164054894+00:00,False,23.6,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:48.213501388+00:00,False,22.7,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.078756903+00:00,False,23.1,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.126746015+00:00,False,26.4,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.174627088+00:00,False,29.4,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.223775437+00:00,False,30.9,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.304167644+00:00,False,31.1,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.352399447+00:00,False,28.0,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.432694110+00:00,False,27.4,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.481180913+00:00,False,30.1,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.544957436+00:00,False,29.9,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:49.593523933+00:00,False,28.8,False,False,4095.0,False,16.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:50.047132093+00:00,False,28.5,False,False,4095.0,False,17.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:50.181081219+00:00,False,28.5,False,False,4095.0,False,18.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:50.333288636+00:00,False,28.5,False,False,4095.0,False,19.0,18.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:51.159355204+00:00,False,28.5,False,False,4095.0,False,19.0,19.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:51.317155549+00:00,False,28.5,False,False,4095.0,False,19.0,20.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:51.464013499+00:00,False,28.5,False,False,4095.0,False,19.0,21.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:51.619024198+00:00,False,28.5,False,False,4095.0,False,19.0,22.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:51.763745205+00:00,False,28.5,False,False,4095.0,False,19.0,23.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:51.904541747+00:00,False,28.5,False,False,4095.0,False,19.0,24.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:52.062960329+00:00,False,28.5,False,False,4095.0,False,19.0,25.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:52.207867603+00:00,False,28.5,False,False,4095.0,False,19.0,26.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:52.363225986+00:00,False,28.5,False,False,4095.0,False,19.0,27.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:52.515056670+00:00,False,28.5,False,False,4095.0,False,19.0,28.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:52.667169043+00:00,False,28.5,False,False,4095.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.384271169+00:00,False,28.5,False,False,4009.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.430207409+00:00,False,28.5,False,False,3520.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.480175641+00:00,False,28.5,False,False,2543.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.526209064+00:00,False,28.5,False,False,2054.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.577150979+00:00,False,28.5,False,False,1810.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.623134009+00:00,False,28.5,False,False,1612.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.678181451+00:00,False,28.5,False,False,1585.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.719171548+00:00,False,28.5,False,False,1955.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.786560516+00:00,False,28.5,False,False,2272.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.831389007+00:00,False,28.5,False,False,1717.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.883175012+00:00,False,28.5,False,False,1341.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.913749604+00:00,False,28.5,False,False,1347.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:55.959933848+00:00,False,28.5,False,False,1460.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:56.055489863+00:00,False,28.5,False,False,1479.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:18:56.104462303+00:00,False,28.5,False,False,1572.0,False,19.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:22:19.031470722+00:00,False,28.5,False,False,1585.0,False,20.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:22:19.779826544+00:00,False,28.5,False,False,1585.0,False,21.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:22:20.237637258+00:00,False,28.5,False,False,1585.0,False,22.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 14:22:21.283835621+00:00,False,28.5,False,False,1585.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:43.986074406+00:00,False,28.5,False,False,1532.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.033622824+00:00,False,28.5,False,False,1446.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.081945709+00:00,False,28.5,False,False,1202.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.129846268+00:00,False,28.5,False,False,931.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.178358545+00:00,False,28.5,False,False,806.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.226426492+00:00,False,28.5,False,False,727.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.275341259+00:00,False,28.5,False,False,621.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.323904632+00:00,False,28.5,False,False,462.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.371550869+00:00,False,28.5,False,False,383.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.407109309+00:00,False,28.5,False,False,370.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.451817557+00:00,False,28.5,False,False,310.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.501463563+00:00,False,28.5,False,False,192.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.580122981+00:00,False,28.5,False,False,172.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.683813255+00:00,False,28.5,False,False,172.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.725523639+00:00,False,28.5,False,False,509.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.773739569+00:00,False,28.5,False,False,819.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.822400936+00:00,False,28.5,False,False,1334.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.870402317+00:00,False,28.5,False,False,1704.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.909614750+00:00,False,28.5,False,False,2014.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.950580250+00:00,False,28.5,False,False,2384.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:44.998665408+00:00,False,28.5,False,False,2893.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.046817984+00:00,False,28.5,False,False,3408.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.094712371+00:00,False,28.5,False,False,3606.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.143404123+00:00,False,28.5,False,False,4069.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.432689926+00:00,False,28.5,False,False,3970.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.481146007+00:00,False,28.5,False,False,3382.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.529035040+00:00,False,28.5,False,False,2886.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.577590429+00:00,False,28.5,False,False,2351.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.625743137+00:00,False,28.5,False,False,2028.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.674165195+00:00,False,28.5,False,False,1671.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.722292844+00:00,False,28.5,False,False,1572.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.770817084+00:00,False,28.5,False,False,1479.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:45.819208792+00:00,False,28.5,False,False,1347.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:46.741371124+00:00,False,28.7,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:46.789629540+00:00,False,30.4,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:46.837670764+00:00,False,31.0,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:46.886340697+00:00,False,31.2,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:46.982838037+00:00,False,31.0,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:47.031606963+00:00,False,30.1,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:47.079771919+00:00,False,28.9,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:47.169386634+00:00,False,28.6,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 15:51:47.208559715+00:00,False,28.5,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:09:59.423206128+00:00,False,28.5,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:11:39.272155467+00:00,False,28.5,False,False,1156.0,False,23.0,29.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:17.626310697+00:00,False,28.5,False,False,1156.0,False,23.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:18.493419792+00:00,False,28.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.145832245+00:00,False,28.4,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.208219755+00:00,False,28.2,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.254060533+00:00,False,26.4,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.301761285+00:00,False,24.2,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.350203878+00:00,False,23.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.504382769+00:00,False,23.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.543717071+00:00,False,26.1,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.591370240+00:00,False,28.8,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.643008525+00:00,False,29.3,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.719893976+00:00,False,29.2,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.768547946+00:00,False,27.8,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.816502352+00:00,False,26.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.865476511+00:00,False,26.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.913264694+00:00,False,29.4,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:22.977013070+00:00,False,28.8,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.024962464+00:00,False,26.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.073734473+00:00,False,26.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.124327450+00:00,False,29.1,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.170254402+00:00,False,28.9,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.218277777+00:00,False,26.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.266894089+00:00,False,26.7,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.315204408+00:00,False,30.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.379005640+00:00,False,30.7,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.427127046+00:00,False,28.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.475882527+00:00,False,28.7,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.523735321+00:00,False,29.9,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.572453998+00:00,False,29.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:14:23.620570149+00:00,False,26.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.439824774+00:00,False,26.4,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.484935404+00:00,False,26.0,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.532642154+00:00,False,24.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.581043647+00:00,False,23.7,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.694106914+00:00,False,23.9,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.742318786+00:00,False,28.1,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.790271466+00:00,False,33.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.854835629+00:00,False,33.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.903429679+00:00,False,27.2,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.951400246+00:00,False,23.1,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:30.999293130+00:00,False,23.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.047162756+00:00,False,29.0,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.111919841+00:00,False,30.9,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.159541965+00:00,False,26.5,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.208026126+00:00,False,24.3,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.256303626+00:00,False,27.3,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.305974700+00:00,False,29.4,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.352740505+00:00,False,27.2,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:31.434189979+00:00,False,26.6,False,False,1156.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.387864421+00:00,False,26.7,False,False,1182.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.430251785+00:00,False,26.7,False,False,1215.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.478364956+00:00,False,26.7,False,False,1929.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.526374758+00:00,False,26.7,False,False,3058.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.574908290+00:00,False,26.7,False,False,3890.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.661284810+00:00,False,26.7,False,False,4082.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.818861165+00:00,False,26.7,False,False,4075.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.864257272+00:00,False,26.7,False,False,3719.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.912795077+00:00,False,26.7,False,False,3461.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:32.960818299+00:00,False,26.7,False,False,3335.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:33.009344799+00:00,False,26.7,False,False,3256.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 16:19:33.042301895+00:00,False,26.7,False,False,3243.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-04 20:51:23.630568165+00:00,False,26.7,False,False,3243.0,False,24.0,30.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:49.540987637+00:00,False,27.4,False,False,2668.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.242991884+00:00,False,27.4,False,False,2695.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.289265614+00:00,False,27.4,False,False,2800.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.322511894+00:00,False,27.4,False,False,3316.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.371906335+00:00,False,27.4,False,False,3837.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.422705895+00:00,False,27.4,False,False,3837.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.471811094+00:00,False,27.4,False,False,3203.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.505213367+00:00,False,27.4,False,False,3045.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.559036387+00:00,False,27.4,False,False,3045.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.605259601+00:00,False,27.4,False,False,3494.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.655382842+00:00,False,27.4,False,False,3507.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.705499751+00:00,False,27.4,False,False,3032.0,False,5.0,7.0,,,,,0.0
316733ea-f5d2-497d-a591-1854ac5ad433,2022-03-07 08:54:50.805459357+00:00,False,27.4,False,False,2972.0,False,5.0,7.0,,,,,0.0
